date,description,death_date
2024-03-23,"Em Pontoise, perto de Paris, na França, São Gualter , primeiro abade do mosteiro desta localidade, que, renunciando à sua inclinação para a vida solitária, ensinou aos monges com o seu exemplo a observância regular e combateu os costumes simoníacos no clero.",(† 1095)
2024-03-23,"Em Ariano Irpino, na Campânia, região da Itália, Santo Otão , eremita.",(† c. 1120)
2024-03-23,"Em Gúbbio, na Úmbria, também região da Itália, o Beato Pedro , presbítero da Ordem dos Eremitas de Santo Agostinho.",(† c. 1306)
2024-03-23,"Em York, na Inglaterra, o Beato Edmundo Sykes , presbítero e mártir, que, no reinado de Isabel I, sofreu o exílio em ódio ao sacerdócio e, tendo regressado à Inglaterra, foi condenado ao extremo suplício do patíbulo.",(† 1587)
2024-03-23,"Em Naas, localidade próxima de Dublim, na Irlanda, o Beato Pedro Higgins , presbítero da Ordem dos Pregadores e mártir, que, no reinado de Carlos I, foi enforcado sem processo por perseverar na fidelidade à Igreja Romana.",(† 1642)
2024-03-23,"Em Barcelona, na Espanha, São José Oriol , presbítero, que, pela mortificação corporal, pelo exímio culto da pobreza e pela oração contínua, vivia sempre em estreita união com Deus e animado de alegria celeste.",(† 1702)
2024-03-23,"Em Cemmo, povoação da Lombardia, na Itália, a Beata Anunciada Cochétti , que dirigiu com sabedoria, fortaleza e humildade o Instituto das Irmãs de Santa Doroteia recentemente fundado.",(† 1882)
2024-03-23,"Em ad-Dahr, no Líbano, Santa Rebeca ar-Rayyas de Himlaya , virgem da Ordem Libanesa das Maronitas de Santo António, que, vivendo cega durante trinta anos e depois atingida por outras enfermidades em todo o corpo, perseverou na oração contínua, confiando só em Deus.",(† 1914)
2024-03-23,"Em Leopoldov, na Eslováquia, o Beato Metódio Domingos Trcka , presbítero da Congregação do Santíssimo Redentor e mártir, cuja peregrinação sobre a terra, em tempo de perseguição da fé, se transformou em vida eterna com o seu glorioso martírio.",(† 1959)
2024-03-24,"Em Cesareia da Palestina, os santos mártires Timolau , Dionísio , Páusides , Rómulo , Alexandre e outro Alexandre , que, durante a perseguição do imperador Diocleciano, conduzidos de mãos atadas ao prefeito Urbano, confessaram ser cristãos e, poucos dias depois, foram decapitados com os companheiros Agápio e outro Dionísio , merecendo assim as coroas da vida eterna.",(† 303)
2024-03-24,"Na Mauritânia, no território actualmente da Argélia, Santo Secúndulo , que sofreu o martírio pela fé em Cristo.",(† data inc.)
2024-03-24,"Em Clogher, na Hibérnia, actual Irlanda, São Mac Cairthind , bispo, que é considerado discípulo de São Patrício.",(† s. V)
2024-03-24,"Em Catânia, na Sicília, região da Itália, São Severo , bispo.",(† 814)
2024-03-24,"Em Fabriano, no Piceno, actualmente nas Marcas, região da Itália, o Beato João del Bastone , presbítero e monge, companheiro de São Silvestre, abade.",(† 1290)
2024-03-24,"Em Valdstena, na Suécia, Santa Catarina , virgem, filha de Santa Brígida, que, dada em casamento contra a sua vontade, conservou a virgindade de comum acordo com seu esposo e, após a morte dele, se consagrou à vida de piedade. Peregrina de Roma e da Terra Santa, trasladou os restos mortais de sua mãe para a Suécia e depositou-os no mosteiro de Valdstena, onde ela mesma tomou o hábito monástico.",(† 1381)
2024-03-24,"Em Ronda, na Andaluzia, região da Espanha, o Beato Diogo José de Cádis (Francisco José López-Caamaño), presbítero da Ordem dos Frades Menores Capuchinhos, pregador insigne e intrépido defensor da liberdade da Igreja.",(† 1801)
2024-03-24,"Em Faícchio, localidade de Benevento, na Itália, a Beata Maria Serafina do Sagrado Coração (Clotilde Michele), virgem, fundadora da Congregação das Irmãs dos Anjos, Adoradoras da Santíssima Trindade.",(† 1911)
2024-03-24,"Em Pniewite, junto de Gdansk, na Polónia, a Beata Maria Karlowska , virgem, que, para reconduzir as jovens e mulheres indigentes e de vida dissoluta à dignidade de filhas de Deus, fundou a Congregação das Irmãs do Divino Pastor da Divina Providência.",(† 1935)
2024-03-24,"Em San Salvador, cidade de El Salvador, o Beato Óscar Arnulfo Romero Galdámez , bispo e mártir, que, tendo dedicado a sua solicitude pastoral especialmente aos pobres e oprimidos, foi assassinado em ódio à fé cristã.",(† 1980)
2024-03-25,"Solenidade da Anunciação do Senhor , quando, na cidade de Nazaré, o Anjo do Senhor anunciou a Maria: «Conceberás e darás à luz um filho, que será chamado Filho do Altíssimo», e Maria respondeu, dizendo; «Eis a escrava do Senhor. Faça-se em mim segundo a tua palavra». E assim, chegada a plenitude dos tempos, o Filho Unigénito de Deus, que existia antes da criação do mundo, por nós homens e para a nossa salvação encarnou pelo Espírito Santo no seio da Virgem Maria e Se fez homem.",
2024-03-25,"Comemoração do santo ladrão , chamado “Dimas”, segundo a tradição, que na cruz professou a fé em Cristo e mereceu ouvir d’Ele estas palavras: «Hoje estarás comigo no paraíso».",
2024-03-25,"Em Nicomédia, na Bitínia, hoje Izmit, na Turquia, São Dula , mártir.",(† data inc.)
2024-03-25,"Em Roma, no cemitério de Ponciano, junto à Via Portuense, São Quirino , mártir.",(† data inc.)
2024-03-25,"Em Tessalónica, cidade da Macedónia, na actual Grécia, Santa Matrona , mártir, que, sendo serva de uma mulher da Judeia, secretamente seguia a fé de Cristo; descoberta pela sua senhora, foi atormentada com vários suplícios; finalmente, flagelada até à morte, confessando o nome de Cristo entregou incorrupto o seu espírito a Deus.",(† data inc.)
2024-03-25,"Em Milão, na Transpadânia, hoje na Lombardia, região da Itália, São Mona , bispo.",(† c. 300)
2024-03-25,"Na ilha de Indre, próximo de Nantes, na França, Santo Hermelando , que passou da corte régia ao mosteiro de Fontenelle e depois foi o primeiro abade do mosteiro do lugar.",(† c. 720)
2024-03-25,"Em Mâmmola, próximo de Gerace, na Calábria, região da Itália, São Nicodemos , eremita, que foi mestre de vida monástica, insigne pela sua austeridade e grandes virtudes.",(† 990)
2024-03-25,"Em Sázava, na Boémia, actualmente na Chéquia, São Procópio , que, deixando a esposa e o filho, se consagrou à vida eremítica, depois dirigiu o mosteiro por ele fundado neste lugar e celebrou os louvores divinos no rito grego e em língua eslava.",(† 1053)
2024-03-25,"Em Schaffhausen, na Suábia, actualmente na Alemanha, o Beato Everardo , conde de Nellenburg, que abraçou a vida monástica no cenóbio de Todos os Santos por sua intervenção construído.",(† 1078)
2024-03-25,"Em Costacciaro, na Úmbria, região da Itália, o Beato Tomás , eremita, que passou sessenta e cinco anos de vida anacorética e ensinou outros a seguir o mesmo caminho espiritual.",(† 1337)
2024-03-25,"Em York, na Inglaterra, Santa Margarida Clitherow , mártir, que, com o assentimento do esposo, aderiu à fé católica, nela educou os filhos e se prontificou a esconder em sua casa os sacerdotes perseguidos; por isso foi presa várias vezes, no reinado de Isabel I, e recusando defender a sua causa no tribunal, para que não pesasse sobre a consciência dos conselheiros do juiz o remorso de uma condenação à morte, foi esmagada sob um enorme peso até à morte por Cristo.",(† 1586)
2024-03-25,"Em Winton, também na Inglaterra, o Beato Jaime Bird , mártir, que, sob o governo da mesma rainha, com dezanove anos de idade e recentemente convertido à fé católica, por ter recusado participar numa liturgia herética mereceu entrar na celebração do culto celeste.",(† 1592)
2024-03-25,"Em Montefiascone, na Toscana, hoje no Lácio, região da Itália, Santa Lúcia Filippíni , fundadora do Instituto das Piedosas Mestras, destinado a promover a formação das jovens e mulheres, principalmente as mais pobres.",(† 1732)
2024-03-25,"Em Niederweinigen, próximo de Essen, na Alemanha, a Beata Maria Rosa Flesch (Margarida Flesch), virgem, fundadora do Instituto das Irmãs Franciscanas de Santa Maria dos Anjos.",(† 1906)
2024-03-25,"Em Roma, junto de São Paulo, na Via Ostiense, o Beato Plácido Riccárdi , presbítero da Ordem de São Bento, que, atormentado por contínuas febres, enfermidades e paralisia, seguiu indefectivelmente a observância regular e a oração e ensinou aos outros a mesma atitude exemplar.",(† 1915)
2024-03-25,"Em Chervonohrad, cidade próxima de L’viv, na Ucrânia, a Beata Josafata (Miquelina Hordáshevska), virgem, que, no Instituto das Irmãs Servas de Maria Imaculada por ela fundado, se dedicou a fazer o bem onde houvesse maior necessidade.",(† 1919)
2024-03-25,"Em Ein Keren, próximo de Jerusalém, Santa Maria Alfonsina Danil Ghattas , virgem, fundadora da Congregação das Irmãs Dominicanas do Santíssimo Rosário de Jerusalém.",(† 1927)
2024-03-25,"Em Majdanek, cidade próxima de Lublin, na Polónia, o Beato Emiliano Kovc , presbítero e mártir, que, durante a guerra, deportado para um campo de concentração, pelo combate da fé alcançou a vida eterna.",(† 1944)
2024-03-25,"No campo de concentração de Dachau, perto de Munique, cidade a Baviera, na Alemanha, o Beato Hilário Januszewski , presbítero da Ordem dos Irmãos Descalços de Nossa Senhora do Carmo e mártir, que, durante a guerra, deportado da Polónia para um cárcere estrangeiro pelo nome de Cristo, morreu contagiado pela tuberculose na assistência aos enfermos, deixando um insigne testemunho de fé e caridade.",(† 1945)
2024-03-26,"Em Roma, junto à Via Labicana, São Cástulo , mártir.",(† data inc.)
2024-03-26,"Na Anatólia, na actual Turquia, os santos Manuel , Sabino , Quadrato e Teodósio , mártires.",(† data inc.)
2024-03-26,"Em Sirmium, na Panónia, hoje Sremska Mitrovica, na Sérvia, os santos mártires Montano , presbítero, e Máxima , esposos, que, segundo a tradição, por confessarem a sua fé em Cristo Senhor foram precipitados no mar por alguns infiéis.",(† c. 304)
2024-03-26,"Comemoração da paixão de Santo Eutíquio , subdiácono de Alexandria, que, no tempo do imperador Constâncio, sendo bispo da cidade o ariano Jorge, morreu pela sua fé católica.",(† 356)
2024-03-26,"Em Sebaste, na antiga Arménia, hoje Sivas, na Turquia, São Pedro , bispo, irmão mais novo de São Basílio Magno, que foi insigne defensor da recta fé contra os arianos.",(† c. 391)
2024-03-26,"No mosteiro de Montier-en-Der, no território de Champagne, actualmente na França, São Bercário , primeiro abade de Hautvillers e de Montier-en-Der, que, ferozmente apunhalado por um perverso monge no dia da Ceia do Senhor, passou ao reino celeste no dia da Ressurreição.",(† 685)
2024-03-26,"Em Montalbano, na Etrúria, hoje na Toscana, região da Itália, os santos Barôncio e Desidério , eremitas.",(† s. VII)
2024-03-26,"No mosteiro de Werden, na Saxónia, hoje na Alemanha, o passamento de São Ludgero , bispo, que, instruído por Alcuíno, pregou o Evangelho na Frísia, na Dinamarca e na Saxónia, constituiu a sede episcopal de Münster e fundou vários mosteiros, verdadeiros centros de propagação da fé.",(† 809)
2024-03-26,"Em Catânia, cidade da Sicília, na Itália, a Beata Madalena Catarina Morano , virgem do Instituto das Filhas de Maria Auxiliadora, que se consagrou à obra da catequese, percorrendo incansavelmente ao longe e ao largo toda esta região.",(† 1908)
2024-03-27,"Em Salzburgo, cidade da Baviera, actualmente na Áustria, São Ruperto , bispo, que viveu primeiramente em Worms e, a pedido do duque Teodão, se dirigiu para a Baviera e edificou uma igreja e um mosteiro em Juvávum, hoje Salzburgo, que dirigiu como bispo e abade e de onde expandiu a fé cristã em toda aquela região.",(† c. 718)
2024-03-27,"Em San Severino, no Piceno, actualmente nas Marcas, região da Itália, o Beato Peregrino de Falerone , presbítero, que foi um dos primeiros discípulos de São Francisco e, dirigindo-se como peregrino à Terra Santa, suscitou a admiração dos próprios Sarracenos.",(† 1232)
2024-03-27,"Em Quarona, próximo de Novara, no Piemonte, também região da Itália, a Beata Panaceia de’ Múzzi , virgem e mártir, que, depois de ter recebido contínuos maus tratos da sua madrasta, foi finalmente por ela assassinada aos quinze anos de idade quando orava na igreja.",(† 1383)
2024-03-27,"Em Turim, também no Piemonte, o Beato Francisco Faà di Bruno , presbítero, que associou diligentemente a ciência da matemática e da física com o ardor das obras de caridade.",(† 1888)
2024-03-28,"Em Tarso, cidade da Cilícia, na actual Turquia, São Castor , mártir.",(† data inc.)
2024-03-28,"Comemoração dos santos mártires Prisco , Malco e Alexandre , que, durante a perseguição de Valeriano, habitavam numa pequena quinta dos arredores de Cesareia da Palestina; sabendo que nessa cidade se ofereciam celestes coroas de martírio, inflamados pelo ardor divino da fé, apresentaram-se espontaneamente ao juiz e, tendo-o censurado pela crueldade com que derramava o sangue dos fiéis, foram por ele imediatamente lançados às feras para serem devorados, em ódio ao nome de Cristo.",(† 260)
2024-03-28,"Em Heliópolis, na Fenícia, hoje no Líbano, São Cirilo , diácono e mártir, que foi cruelmente assassinado no tempo do imperador Juliano Apóstata.",(† c. 362)
2024-03-28,"Em Alexandria, no Egipto, São Protério , bispo, que, após um tumultuoso motim popular, na Quinta-Feira Santa da Ceia do Senhor, foi ferozmente assassinado pelos monofisitas, sequazes do seu predecessor Dióscoro.",(† 454)
2024-03-28,"Em Chalon-sur-Saône, na Borgonha, actualmente na França, o sepultamento de São Gontrão ou Guntrano , rei dos Francos, que distribuiu os tesouros da sua riqueza em favor das igrejas e dos pobres.",(† 593)
2024-03-28,"Junto ao monte Olimpo, na Bitínia, hoje na Turquia, Santo Hilarião , hegúmeno do mosteiro de Pelecete, que defendeu vigorosamente o culto das sagradas imagens.",(† s. VIII)
2024-03-28,"Em Cister, localidade da Borgonha, na França, Santo Estêvão Harding , abade, que veio de Molesme com outros monges para este célebre cenóbio, instituiu os irmãos conversos, recebeu o egrégio Bernardo com trinta companheiros e fundou doze mosteiros, que associou com o vínculo da Carta da Caridade, para que não houvesse entre os monges discórdia alguma, mas vivessem na harmonia da mesma caridade, da mesma regra e de costumes semelhantes.",(† 1134)
2024-03-28,"Em Naso, na Sicília, região da Itália, São Cono , monge sob a observância dos Padres orientais, que, ao regressar da peregrinação aos Lugares Santos, sabendo que seus pais tinham falecido, distribuiu pelos pobres toda a fortuna familiar e abraçou a vida eremitica.",(† 1236)
2024-03-28,"Em Monticiano, perto de Sena, na Etrúria, hoje na Toscana, região da Itália, o Beato António Patrízzi , presbítero da Ordem dos Eremitas de Santo Agostinho, ilustre pelo seu exímio amor aos irmãos e ao próximo.",(† c. 1311)
2024-03-28,"Em Tours, na França, a Beata Joana Maria de Maillé , que, depois da morte do esposo na guerra, reduzida à miséria e expulsa da sua casa pelos parentes e abandonada por todos, viveu reclusa numa cela junto do convento dos Menores, mendigando o pão, mas totalmente confiada em Deus.",(† 1414)
2024-03-28,"Em York, na Inglaterra, o Beato Cristóvão Wharton , presbítero e mártir, que, no reinado de Isabel I, foi condenado ao suplício da forca em ódio ao sacerdócio.",(† 1600)
2024-03-28,"Em Angers, na França, a Beata Renata Maria Feillatreau , mártir, mulher casada que, durante a Revolução Francesa, foi decapitada por permanecer fiel à Igreja católica.",(† 1794)
2024-03-28,"Em Przemysl, na Polónia, São José Sebastião Pelczar , bispo, fundador da Congregação das Escravas do Sagrado Coração de Jesus e mestre insigne da vida espiritual.",(† 1924)
2024-03-29,"Em Nápoles, na Campânia, região da Itália, a comemoração de Santo Eustásio , bispo.",(† s. III)
2024-03-29,"Comemoração de São Marcos , bispo de Aretusa, na Síria, que durante a controvérsia ariana seguiu fidelissimamente a recta fé e no tempo do imperador Juliano o Apóstata foi fortemente perseguido. São Gregório de Nazianzo louva-o como homem insigne e ancião santíssimo.",(† 364)
2024-03-29,"Comemoração dos santos Armogasto , Arquinimo e Saturnino , mártires, que, na África setentrional, durante a perseguição dos Vândalos, no tempo do rei ariano Genserico, sofreram terríveis suplícios e infâmias pela confissão da verdadeira fé.",(† c. 462)
2024-03-29,"No monte Carmelo, na Palestina, o Beato Bertoldo , soldado, que foi admitido entre os irmãos que neste monte tinham abraçado a vida monástica e, mais tarde, eleito prior, encomendou esta piedosa comunidade à Mãe de Deus.",(† 1188)
2024-03-29,"Em Poitiers, na Aquitânia, região da França, São Guilherme Tempier , bispo, que, com prudência e firmeza, defendeu contra os nobres a Igreja que lhe foi confiada e corrigiu os costumes do povo, dando ele próprio o exemplo irrepreensível da sua vida.",(† 1197)
2024-03-29,"Em Wismar, no Holstein, região da Alemanha, São Ludolfo , bispo de Ratzeburg e mártir, que, por defender a liberdade da Igreja, foi encerrado num miserável cárcere por ordem do duque Alberto e de tal modo se enfraqueceu o seu corpo que, mal foi liberto das cadeias, partiu deste mundo.",(† 1250)
2024-03-29,"Em Salisbury, na Inglaterra, a comemoração do Beato João Hambley , presbítero e mártir, que, no reinado de Isabel I, em ódio ao sacerdócio, em dia desconhecido deste mês, próximo da Páscoa do Senhor, no suplício da forca se configurou à paixão de Cristo.",(† 1587)
2024-03-30,"Em Ásti, na Transpadana, hoje na Itália, São Segundo , mártir.",(† data inc.)
2024-03-30,"Em Tessalónica, na Macedónia, na actual Grécia, São Senhorinho , mártir.",(† s. IV)
2024-03-30,"Em Senlis, na Gália Lugdunense, na actual França, São Régulo , bispo.",(† s. IV)
2024-03-30,"Comemoração de muitos santos mártires , que, em Constantinopla, hoje Istambul, na Turquia, no tempo do imperador Constâncio, por ordem do bispo ariano Macedónio, foram mandados para o exílio e torturados com inauditos tormentos.",(† s. IV)
2024-03-30,"No monte Sinai, no Egipto, São João , abade, que escreveu para instrução dos monges o memorável tratado «Escada do Paraíso», no qual apresenta o caminho da perfeição espiritual na forma de uma escada de trinta graus na subida da alma para Deus, o que lhe mereceu o sobrenome de « Clímaco ».",(† 649)
2024-03-30,"Em Siracusa, na Sicília, região da Itália, São Zósimo , bispo, que foi primeiramente o humilde guarda do túmulo de Santa Luzia e depois abade no mosteiro desta localidade.",(† c. 600)
2024-03-30,"Em Coventry, na Inglaterra, Santa Osburga , primeira abadessa do mosteiro deste lugar.",(† c. 1018)
2024-03-30,"Em Aquino, no Lácio, região da Itália, São Clínio , abade.",(† d. 1030)
2024-03-30,"Em Aguilera, localidade da região de Castela, na Espanha, São Pedro Regalado de Valladolid , presbítero da Ordem dos Menores, que foi insigne pela sua humildade e rigorosa penitência e fundou dois cenóbios, onde só doze irmãos deviam viver em cada eremitério.",(† 1456)
2024-03-30,"Em Vercelas, no Piemonte, região da Itália, o Beato Amadeu IX , duque de Sabóia, que no seu governo promoveu por todos os meios a paz e favoreceu com seus bens e ardente zelo a causa dos pobres, das viúvas e dos órfãos.",(† 1472)
2024-03-30,"Em Su-Ryong, na Coreia, os santos mártires António Daveluy , bispo, Pedro Aumaître , Martinho Lucas Huin , presbíteros, José Chang Chu-gi , Tomé Son Cha-son e Lucas Hwang Sok-tu , catequistas, que pela fé em Cristo morreram decapitados.",(† 1866)
2024-03-30,"Em Nápoles, na Itália, São Luís de Casória (Arcângelo Palmentiéri), presbítero da Ordem dos Frades Menores, que, movido pelo ardor da caridade para com os pobres de Cristo, fundou duas congregações: os Irmãos da Caridade e as Irmãs Franciscanas de Santa Isabel.",(† 1885)
2024-03-30,"Em Turim, também na Itália, São Leonardo Murialdo , presbítero, que fundou a piedosa Sociedade de São José, para que as crianças abandonadas pudessem sentir os efeitos da fé e caridade cristãs.",(† 1900)
2024-03-30,"Em San Julián, localidade do território de Guadalajara, no México, São Júlio Álvarez , presbítero e mártir, que, durante a perseguição religiosa, com o derramamento do seu sangue deu testemunho da fidelidade a Cristo e à sua Igreja.",(† 1927)
2024-03-30,"Em Viena, na Áustria, a Beata Maria Restituta (Helena Kafka), virgem da Congregação das Irmãs Franciscanas da Caridade Cristã e mártir, que, oriunda da Morávia, exerceu o ofício de enfermeira no Hospital, quando, durante a guerra, foi decapitada pelos inimigos da fé.",(† 1943)
2024-03-31,"Em Argol, localidade da antiga Pérsia, hoje no Irão, São Benjamim , diácono, que, por persistir em pregar a palavra de Deus, no reinado de Vararáne V, torturado com canas agudas cravadas nas unhas, consumou o seu martírio.",(† c. 420)
2024-03-31,"Em Roma, a comemoração de Santa Balbina , cuja basílica no monte Aventino testemunha a veneração do seu nome.",(† a. 595)
2024-03-31,"Em Colónia, na Austrásia, actualmente na Alemanha, Santo Agilolfo , bispo, ilustre pela sua pregação e santidade de vida.",(† 751/752)
2024-03-31,"Em Borgo San Donino, localidade da província de Parma, na Itália, São Guido , abade do mosteiro de Pomposa, que, depois de ter recebido muitos discípulos e construído edifícios sagrados, se consagrou inteiramente à oração, à contemplação e ao culto divino, e quis viver no ermo para se concentrar só em Deus.",(† 1046)
2024-03-31,"Em Toulouse, na França, a Beata Joana , virgem da Ordem das Carmelitas.",(† s. XIV)
2024-03-31,"Em Údine, no território de Friúli-Venézia Giúlia, região da Itália, o Beato Boaventura de Forli , presbítero da Ordem dos Servos de Maria, que, pregando em diversas regiões da Itália, exortou o povo à penitência e morreu octogenário durante uma pregação quaresmal.",(† 1491)
2024-03-31,"Em Carlisle, na Inglaterra, a comemoração do Beato Cristóvão Robinson , presbítero e mártir, que foi testemunha do martírio de São João Boste e, passado algum tempo, no reinado de Isabel I, também ele, conduzido à forca em dia desconhecido, igualmente em ódio ao sacerdócio recebeu a coroa de glória.",(† 1597)
2024-03-31,"Em Ravensbrück, localidade da Alemanha, a Beata Natália Tulasiewicz , mártir, que, durante a ocupação militar da Polónia, sua pátria, depois de ter sido encerrada num campo de concentração por sequazes duma nefasta doutrina hostil à dignidade humana e à fé, com a inalação de gás letal entregou a alma a Deus.",(† 1945)
2024-04-01,"Em Roma, a comemoração dos santos mártires Venâncio , bispo, e companheiros da Dalmácia e da Ístria, isto é, Anastásio , Amaro , Pauliniano , Télio , Astério , Septímio , Antioquiano e Gaiano , que a Igreja venera na mesma festividade.",(† s. III/IV)
2024-04-01,"Em Tessalónica, na Macedónia, actualmente na Grécia, as santas Ágape e Quiónia , virgens e mártires, que, na perseguição de Diocleciano, por recusarem comer das carnes dos animais sacrificados aos ídolos, foram entregues ao governador Dulcécio e condenadas à fogueira.",(† 304)
2024-04-01,"Na Palestina, Santa Maria Egipcíaca , que era uma famosa pecadora de Alexandria e, pela intercessão da Virgem Maria, se converteu a Deus na Cidade Santa e se consagrou a uma vida penitente e solitária além do Jordão.",(† s. V)
2024-04-01,"Em Lauconne, perto de Amiens, na Gália, hoje na França, São Valérico , presbítero, que atraiu muitos companheiros à vida eremítica.",(† s. VII)
2024-04-01,"Em Ardpatrick, na província de Munster, na Irlanda, São Celso , bispo de Armagh, que promoveu diligentemente a renovação da Igreja.",(† 1129)
2024-04-01,"Em Grenoble, cidade da Borgonha, na França, Santo Hugo , bispo, que se empenhou na reforma de costumes do clero e do povo e, durante o seu episcopado, movido pelo ardente amor à solidão, ofereceu ao seu antigo mestre São Bruno e companheiros o ermo de Chartreuse, do qual foi o primeiro abade; durante quase cinquenta anos dirigiu esta Igreja com o seu admirável exemplo de caridade.",(† 1132)
2024-04-01,"No mosteiro cisterciense de Bonnevaux, localidade do Delfinado, na França, o Beato Hugo , abade, cuja caridade e prudência promoveu a conciliação entre o papa Alexandre III e o imperador Frederico I.",(† 1194)
2024-04-01,"Em Caithness, na Escócia, São Gilberto , bispo, que construiu em Dornoch a igreja catedral e fundou hospícios para os pobres; ao morrer, recomendou o que sempre observou na sua vida: não prejudicar ninguém, suportar com paciência as correcções divinas e não incomodar ninguém.",(† c. 1245)
2024-04-01,"Em York, na Inglaterra, o Beato João Bretton , mártir, pai de família, que, no reinado de Isabel I, foi várias vezes incriminado pela sua perseverante fidelidade à Igreja Romana e por fim, falsamente acusado de alta traição, morreu estrangulado.",(† 1598)
2024-04-01,"Em Bréscia, na Lombardia, região da Itália, São Luís Pavóni , presbítero, que se consagrou com grande solicitude à formação dos jovens mais pobres, procurando especialmente educá-los segundo a moral cristã e orientá-los para os trabalhos profissionais, fundando para isso a Congregação das Filhas de Maria Imaculada.",(† 1848)
2024-04-01,"No Funchal, cidade do arquipélago da Madeira, em Portugal, o Beato Carlos de Áustria (Carlos I de Habsburgo), que contribuiu diligentemente, pela sua condição régia, para o fortalecimento do reino de Deus.",(† 1922)
2024-04-01,"Em Guadalajara, região de Jalisco, no México, os beatos Anacleto González Flores (José), Jorge Raimundo Vargas González , Luís Padilla Gómez (José Dionísio), e Raimundo Vicente Vargas González , mártires.",(† 1927)
2024-04-02,"São Francisco de Paula , eremita, fundador da Ordem dos Mínimos, na Calábria, região da Itália. Prescreveu aos seus discípulos que vivessem de esmolas, não tivessem nada próprio nem tocassem o dinheiro e tomassem sempre só os alimentos quaresmais. Chamado pelo rei da França Luís XI para visitar a corte régia, assistiu-lhe à morte e faleceu em Plessis, próximo de Tours, com a fama de grande austeridade de vida.",(† 1507)
2024-04-02,"Em Cesareia da Palestina, Santo Anfiano ou Apiano , mártir, que, no tempo do imperador Maximino, quando os habitantes daquela terra eram obrigados a sacrificar publicamente aos deuses, se aproximou corajosamente do governador Urbano e, segurando-lhe a mão direita, obrigou-o a suspender o rito; imediatamente os soldados se arremessaram sobre ele e, envolvendo-lhe os pés num lençol embebido em óleo, atearam-lhe fogo e lançaram-no vivo ao mar.",(† 306)
2024-04-02,"Também em Cesareia da Palestina, a paixão de Santa Teodora , virgem de Tiro, que, na mesma perseguição, por saudar publicamente os confessores da fé que estavam perante o tribunal e rogar-lhes que se lembrassem dela quando chegassem à presença do Senhor, foi presa pelos soldados e conduzida ao prefeito, por ordem do qual sofreu cruéis suplícios e finalmente foi lançada ao mar.",(† 307)
2024-04-02,"Em Como, na Ligúria, hoje na Lombardia, região da Itália, Santo Abúndio , bispo, que, tendo sido enviado a Constantinopla pelo papa Leão Magno, aí defendeu firmemente a verdadeira fé.",(† 468)
2024-04-02,"Em Cápua, na Campânia, também região da Itália, São Vítor , bispo, célebre pela sua erudição e santidade.",(† 554)
2024-04-02,"Em Lião, na Gália, actualmente na França, São Nicécio , bispo, que foi sempre solícito para com os pobres e bondoso para com os humildes e ensinou esta Igreja a seguir uma norma na salmodia.",(† 573)
2024-04-02,"No mosteiro de Luxeuill, na Borgonha, também na actual França, Santo Eustásio , abade, que foi discípulo de São Columbano e prelado de quase seiscentos monges.",(† 629)
2024-04-02,"No Chelmsford, na Inglaterra, São João Paine , presbítero e mártir, que, no reinado de Isabel I, falsamente acusado de alta traição, sofreu o suplício da forca.",(† 1582)
2024-04-02,"Em Tomhom, localidade da ilha de Guam, na Oceania, São Pedro Calungsod , catequista, e o Beato Diogo Luís de San Vítores , presbítero da Companhia de Jesus, que por causa da sua fé cristã foram cruelmente assassinados e lançados ao mar por apóstatas e alguns indígenas sequazes de superstições pagãs.",(† 1672)
2024-04-02,"Em Spoleto, na Úmbria, região da Itália, o Beato Leopoldo de Gaiche , presbítero da Ordem dos Frades Menores, que organizou santos retiros em Monteluco.",(† 1815)
2024-04-02,"Em Xuong Dien, no Tonquim, hoje no Vietnam, São Domingos Tuoc , presbítero da Ordem dos Pregadores e mártir na perseguição do imperador Minh Mang.",(† 1839)
2024-04-02,"Em Pádua, no Véneto, região da Itália, a Beata Isabel Vendramini , virgem, que dedicou a sua vida aos pobres e, superando muitas adversidades, fundou o Instituto das Irmãs Isabelinas da Ordem Terceira de São Francisco.",(† 1860)
2024-04-02,"Em Vich, cidade da Catalunha, na Espanha, São Francisco Coll y Guitart , presbítero da Ordem dos Pregadores, que, injustamente expulso do claustro, perseverou firmemente na sua vocação e anunciou por toda esta região o nome de Nosso Senhor Jesus Cristo.",(† 1875)
2024-04-02,"Em Gyor, na Hungria, o Beato Guilherme Apor , bispo e mártir, que, durante a segunda guerra mundial, abriu as suas portas a cerca de trezentos refugiados e, espancado na tarde da Sexta-Feira da Paixão do Senhor por defender das mãos dos soldados algumas jovens indefesas, morreu três dias depois.",(† 1945)
2024-04-02,"Em L’viv, na Ucrânia, o Beato Nicolau Carneckyj , bispo, que, exercendo a função de exarca apostólico em Volyn’ e Pidljashja, durante a perseguição contra a fé cristã, seguiu os passos de Cristo como pastor fiel e por sua graça alcançou o reino celeste.",(† 1959)
2024-04-02,"Em Maracay, na Venezuela, a beata Maria de São José Alvarado (Laura Alvarado Cardozo), virgem, que fundou a Congregação das Agostinhas Recoletas do Sagrado Coração e assistiu sempre com suprema caridade as órfãs, os idosos e os pobres abandonados.",(† 1967)
2024-04-02,"Em Roma, junto de São Pedro, o dia natal de São João Paulo II , papa, cuja memória se celebra no dia 22 de Outubro.",(† 2005)
